up,down,left,right,angle,distance,size,decision
0,0,1,0,-0.7048332392066999,0.447213595499958,8,3
0,0,1,0,-0.6559589158297545,0.38873012632302006,8,3
0,0,1,0,-0.5903354255289446,0.3333333333333333,8,3
0,0,1,0,-0.5000015005218884,0.282842712474619,8,3
0,0,1,0,-0.37433673210473317,0.2403700850309326,8,3
0,0,1,0,-0.20483880409954702,0.21081851067789198,8,3
0,0,1,1,0.9983562570988145,0.2,8,3
0,0,1,1,-0.20483880409954702,0.21081851067789198,8,1
1,0,0,1,-0.29517292932482114,0.14907119849998599,8,1
1,0,0,1,-0.500004501533835,0.09428090415820635,8,1
1,0,0,1,0.0,0.06666666666666667,8,1
1,0,0,1,-0.4999954984661651,0.09428090415820635,8,-3
0,0,0,1,0.0028470383110441983,0.06666666666666667,8,-3
0,0,0,1,0.500004501533835,0.09428090415820635,8,-3
0,0,0,1,0.7048341882170581,0.14907119849998599,8,-3
0,0,0,1,0.795167906354788,0.21081851067789198,8,-3
0,0,0,1,0.844042125251732,0.2748737083745107,8,-3
0,0,0,1,0.8743343333243168,0.339934634239519,8,-3
0,0,0,1,0.8948632610099455,0.4055175020198813,8,-3
0,0,0,1,-0.09033434198530034,0.4714045207910317,8,-1
0,1,0,0,-1.0,0.4666666666666667,8,-1
0,1,0,0,-0.9096656580146997,0.4714045207910317,8,3
0,0,1,0,-0.8948632610099455,0.4055175020198813,8,3
0,0,1,0,-0.8743343333243168,0.339934634239519,8,3
0,0,1,0,-0.844042125251732,0.2748737083745107,8,3
0,0,1,0,-0.795167906354788,0.21081851067789198,8,3
0,0,1,0,-0.7048341882170583,0.14907119849998599,8,3
0,0,1,0,-0.500004501533835,0.09428090415820635,8,3
0,0,1,1,0.997152961688956,0.06666666666666667,8,3
0,0,1,1,-0.500004501533835,0.09428090415820635,8,1
1,0,0,1,0.0,0.06666666666666667,8,1
1,0,0,1,-0.4999954984661651,0.09428090415820635,8,-3
0,0,0,1,0.0028470383110441983,0.06666666666666667,8,-3
0,0,0,1,0.500004501533835,0.09428090415820635,8,-3
0,0,0,1,0.7048341882170581,0.14907119849998599,8,-3
0,0,0,1,0.795167906354788,0.21081851067789198,8,-3
0,0,0,1,0.844042125251732,0.2748737083745107,8,-3
0,0,0,1,0.8743343333243168,0.339934634239519,8,-3
0,0,0,1,0.8948632610099455,0.4055175020198813,8,-3
0,0,0,1,-0.09033434198530034,0.4714045207910317,8,-1
0,1,0,0,-1.0,0.4666666666666667,8,-1
0,1,0,0,-0.9096656580146997,0.4714045207910317,8,3
0,0,1,0,-0.8948632610099455,0.4055175020198813,8,3
0,0,1,0,-0.8743343333243168,0.339934634239519,8,3
0,0,1,0,-0.844042125251732,0.2748737083745107,8,3
0,0,1,0,-0.795167906354788,0.21081851067789198,8,3
0,0,1,0,-0.7048341882170583,0.14907119849998599,8,3
0,0,1,0,-0.500004501533835,0.09428090415820635,8,3
0,0,1,1,-0.0028470383110441983,0.06666666666666667,8,1
1,0,0,1,0.0,0.0,8,1
1,0,0,1,0.0,0.5333333333333333,9,1
1,1,0,1,-0.0791667496175489,0.5374838498865699,9,-3
0,1,0,1,-0.09033434198530034,0.4714045207910317,9,-3
0,1,0,1,-0.1051367389900545,0.4055175020198813,9,-3
0,1,0,1,-0.12566566667568332,0.339934634239519,9,-3
0,1,0,1,-0.15595787474826814,0.2748737083745107,9,-3
0,1,0,1,-0.20483209364521207,0.21081851067789198,9,-3
0,1,0,1,-0.29516581178294166,0.14907119849998599,9,-3
0,1,0,1,-0.4999954984661651,0.09428090415820635,9,-3
0,1,0,1,-0.9971529616889558,0.06666666666666667,9,-1
0,1,0,0,-1.0,0.0,9,-1
0,1,0,0,-0.9096592274113111,0.4714045207910317,10,-1
0,1,0,0,-0.8948568071948771,0.4055175020198813,10,-1
0,1,0,0,-0.8743278412168008,0.339934634239519,10,-1
0,1,0,0,-0.8440355632610937,0.2748737083745107,10,-1
0,1,0,0,-0.7951611959004531,0.21081851067789198,10,-1
0,1,0,0,-0.7048270706751789,0.14907119849998599,10,-1
0,1,0,0,-0.4999954984661651,0.09428090415820635,10,-1
0,1,0,0,-1.0,0.06666666666666667,10,-1
0,1,0,0,-0.500004501533835,0.09428090415820635,10,3
0,0,1,0,0.997152961688956,0.06666666666666667,10,3
0,0,1,0,0.49999549846616503,0.09428090415820635,10,3
0,0,1,0,0.29516581178294166,0.14907119849998599,10,3
0,0,1,0,0.20483209364521207,0.21081851067789198,10,3
0,0,1,0,0.15595787474826814,0.2748737083745107,10,3
0,0,1,0,0.12566566667568332,0.339934634239519,10,3
0,0,1,0,-0.8948632610099455,0.4055175020198813,10,1
1,0,0,0,0.0,0.4,10,1
1,0,0,0,-0.1051367389900545,0.4055175020198813,10,-3
0,0,0,1,-0.12566566667568332,0.339934634239519,10,-3
0,0,0,1,-0.15595787474826814,0.2748737083745107,10,-3
0,0,0,1,-0.20483209364521207,0.21081851067789198,10,-3
0,0,0,1,-0.29516581178294166,0.14907119849998599,10,-3
0,0,0,1,-0.4999954984661651,0.09428090415820635,10,-3
0,0,0,1,-0.9971529616889558,0.06666666666666667,10,-1
0,1,0,0,-1.0,0.0,10,-1
0,1,0,0,0.7048313411788213,0.5962847939999439,11,-1
0,1,0,0,0.7337486681336514,0.6565905201197403,11,-1
1,1,0,0,0.757760639107424,0.7180219742846005,11,3
1,0,1,0,0.7048316258821199,0.7453559924999299,11,3
1,0,1,0,-0.34404264907164966,0.7774602526460401,11,1
1,0,0,0,-0.37433496645304487,0.7211102550927979,11,1
1,0,0,0,-0.4096663782230266,0.6666666666666666,11,1
1,0,0,0,-0.4511263016504124,0.6146362971528592,11,1
1,0,0,0,0.4999992497377296,0.565685424949238,11,3
0,0,1,0,0.45112490418983164,0.6146362971528592,11,3
0,0,1,0,0.40966505193404934,0.6666666666666666,11,3
0,0,1,0,0.3743336912523158,0.7211102550927979,11,3
0,0,1,0,-0.655958588292578,0.7774602526460401,11,1
1,0,0,0,-0.7048330494038644,0.7453559924999299,11,1
1,0,0,0,-0.757762353252724,0.7180219742846005,11,-3
0,0,0,1,-0.7337504097885639,0.6565905201197403,11,-3
0,0,0,1,-0.7048331205799575,0.5962847939999439,11,-3
0,0,0,1,-0.6695017701391532,0.5374838498865699,11,-3
0,0,0,1,-0.6256665049321926,0.4807401700618652,11,-3
0,0,0,1,-0.5704473703393529,0.4268749491621899,11,-3
0,0,0,1,-0.500001125392411,0.3771236166328254,11,-3
0,0,0,1,-0.40966722704457975,0.3333333333333333,11,-3
0,0,0,1,-0.2951700823319419,0.29814239699997197,11,-3
0,0,0,1,-0.15596443673890628,0.2748737083745107,11,-3
0,0,0,1,-0.0014235236039665563,0.26666666666666666,11,-3
0,0,1,1,-0.15596443673890628,0.2748737083745107,11,1
1,0,1,0,-0.20483880409954702,0.21081851067789198,11,1
1,0,1,0,-0.29517292932482114,0.14907119849998599,11,1
1,0,1,0,-0.500004501533835,0.09428090415820635,11,1
1,0,1,0,-1.0,0.06666666666666667,11,3
0,0,1,0,-1.0,0.0,11,3
0,0,1,0,-0.8440386512194761,0.5497474167490214,12,3
0,0,1,0,-0.9208268349002544,0.5374838498865699,12,3
0,0,1,0,-0.9989934162822035,0.5333333333333333,12,3
0,0,1,0,0.07917316509974563,0.5374838498865699,12,3
0,0,1,0,-0.8440386512194761,0.5497474167490214,12,-1
0,1,0,0,-0.8228258738383611,0.48534065928536785,12,-1
0,1,0,0,-0.7951642155744005,0.42163702135578396,12,-1
0,1,0,0,-0.7577591614078535,0.35901098714230023,12,-1
0,1,0,0,-0.7048299176680581,0.29814239699997197,12,-1
0,1,0,0,-0.6256632678952668,0.2403700850309326,12,-1
0,1,0,0,-0.49999774922114615,0.1885618083164127,12,-1
0,1,0,0,-0.29516581178294166,0.14907119849998599,12,-1
0,1,0,0,-1.0,0.13333333333333333,12,-3
0,0,0,1,-1.0,0.06666666666666667,12,-3
0,0,0,1,0.0,0.0,12,-3
0,0,0,1,0.0,0.13333333333333333,13,-3
0,0,0,1,0.0,0.2,13,1
1,0,0,0,0.795167906354788,0.21081851067789198,13,1
1,0,0,0,0.6256670934843878,0.2403700850309326,13,1
1,0,0,0,0.5000015005218883,0.282842712474619,13,1
1,0,0,0,0.4096672270445797,0.3333333333333333,13,1
1,0,0,0,0.3440435588943103,0.38873012632302006,13,1
1,0,0,0,0.2951691333258274,0.447213595499958,13,1
1,0,0,0,0.2577640672951127,0.507718207057594,13,1
1,0,0,0,0.22840248938144816,0.5696002496878354,13,1
1,0,0,0,-0.7951652221440536,0.6324555320336759,13,3
0,0,1,0,-0.8607879181914462,0.6146362971528592,13,3
0,0,1,0,-0.9295470980750223,0.6036923425424945,13,3
0,0,1,0,-0.9990509837148006,0.6,13,3
0,0,1,0,-0.9295470980750223,0.6036923425424945,13,-1
0,1,0,0,-0.9208268349002544,0.5374838498865699,13,-1
0,1,0,0,-0.9096592274113111,0.4714045207910317,13,-1
0,1,0,0,-0.8948568071948771,0.4055175020198813,13,-1
0,1,0,0,-0.8743278412168008,0.339934634239519,13,-1
0,1,0,0,-0.8440355632610937,0.2748737083745107,13,-1
0,1,0,0,-0.7951611959004531,0.21081851067789198,13,-1
0,1,0,0,-0.7048270706751789,0.14907119849998599,13,-1
0,1,0,0,-0.4999954984661651,0.09428090415820635,13,-1
0,1,0,0,-1.0,0.06666666666666667,13,-3
0,0,0,1,0.0,0.0,13,-3
0,0,0,1,0.8743278412168008,0.339934634239519,14,-3
0,0,0,1,0.7577591614078535,0.35901098714230023,14,-3
0,0,0,1,-0.3440435588943103,0.38873012632302006,14,1
1,0,0,0,-0.40966722704457975,0.3333333333333333,14,1
1,0,0,0,-0.5000015005218884,0.282842712474619,14,1
1,0,0,0,-0.6256670934843876,0.2403700850309326,14,1
1,0,0,0,-0.795167906354788,0.21081851067789198,14,1
1,0,0,0,0.0,0.2,14,1
1,0,0,0,-0.20483209364521207,0.21081851067789198,14,3
0,0,1,0,-0.29516581178294166,0.14907119849998599,14,3
0,0,1,0,-0.4999954984661651,0.09428090415820635,14,3
0,0,1,0,-0.9971529616889558,0.06666666666666667,14,3
0,0,1,0,-0.4999954984661651,0.09428090415820635,14,-1
0,1,0,0,-1.0,0.06666666666666667,14,-1
0,1,0,0,0.49999549846616503,0.09428090415820635,14,-1
0,1,0,0,0.7048270706751788,0.14907119849998599,14,-1
0,1,0,0,0.7951611959004532,0.21081851067789198,14,-1
0,1,0,0,0.8440355632610937,0.2748737083745107,14,-1
0,1,0,0,-0.12567215878319915,0.339934634239519,14,-3
0,0,0,1,-0.001273238483676822,0.3333333333333333,14,-3
0,0,0,1,0.8743278412168008,0.339934634239519,14,-3
0,0,0,1,0.7577591614078535,0.35901098714230023,14,-3
0,0,0,1,-0.3440435588943103,0.38873012632302006,14,1
1,0,0,0,-0.40966722704457975,0.3333333333333333,14,1
1,0,0,0,-0.5000015005218884,0.282842712474619,14,1
1,0,0,0,-0.6256670934843876,0.2403700850309326,14,1
1,0,0,0,-0.795167906354788,0.21081851067789198,14,1
1,0,0,0,-1.0,0.2,14,3
0,0,1,0,-1.0,0.13333333333333333,14,3
0,0,1,0,-1.0,0.06666666666666667,14,3
0,0,1,0,-1.0,0.0,14,3
0,0,1,0,-0.5000015005218884,0.282842712474619,15,3
0,0,1,0,-0.37433673210473317,0.2403700850309326,15,3
0,0,1,0,-0.20483880409954702,0.21081851067789198,15,3
0,0,1,0,0.9983562570988145,0.2,15,3
0,0,1,0,-0.20483880409954702,0.21081851067789198,15,1
1,0,0,0,-0.29517292932482114,0.14907119849998599,15,1
1,0,0,0,-0.500004501533835,0.09428090415820635,15,1
1,0,0,0,0.0,0.06666666666666667,15,1
1,0,0,0,-0.4999954984661651,0.09428090415820635,15,-3
0,0,0,1,0.0028470383110441983,0.06666666666666667,15,-3
0,0,0,1,0.500004501533835,0.09428090415820635,15,-3
0,0,0,1,0.7048341882170581,0.14907119849998599,15,-3
0,0,0,1,0.795167906354788,0.21081851067789198,15,-3
0,0,0,1,0.844042125251732,0.2748737083745107,15,-3
0,0,0,1,0.8743343333243168,0.339934634239519,15,-3
0,0,0,1,-0.1051367389900545,0.4055175020198813,15,-1
0,1,0,0,-1.0,0.4,15,-1
0,1,0,0,0.1051367389900545,0.4055175020198813,15,-1
0,1,0,0,-0.7951675708283873,0.42163702135578396,15,3
0,0,1,0,-0.7577625896866605,0.35901098714230023,15,3
0,0,1,0,-0.7048334764598864,0.29814239699997197,15,3
0,0,1,0,-0.6256670934843876,0.2403700850309326,15,3
0,0,1,0,-0.5000022507788539,0.1885618083164127,15,3
0,0,1,0,-0.29517292932482114,0.14907119849998599,15,3
0,0,1,0,-0.0020131642900954225,0.13333333333333333,15,1
1,0,0,0,-0.0028470383110441983,0.06666666666666667,15,1
1,0,0,0,0.0,0.0,15,1
1,0,0,0,-0.15595787474826814,0.2748737083745107,16,-3
0,0,0,1,-0.20483209364521207,0.21081851067789198,16,-3
0,0,0,1,-0.29516581178294166,0.14907119849998599,16,-3
0,0,0,1,-0.4999954984661651,0.09428090415820635,16,-3
0,0,0,1,0.0028470383110441983,0.06666666666666667,16,-3
0,0,0,1,0.500004501533835,0.09428090415820635,16,-3
0,0,0,1,0.7048341882170581,0.14907119849998599,16,-3
0,0,0,1,0.795167906354788,0.21081851067789198,16,-3
0,0,0,1,-0.15595787474826814,0.2748737083745107,16,-1
0,1,0,0,-1.0,0.26666666666666666,16,-1
0,1,0,0,0.15595787474826814,0.2748737083745107,16,-1
0,1,0,0,0.2951665235401135,0.29814239699997197,16,-1
0,1,0,0,0.40966457447105553,0.3333333333333333,16,-1
0,1,0,0,0.499998874607589,0.3771236166328254,16,-1
0,1,0,0,-0.4295546678332974,0.4268749491621899,16,3
0,0,1,0,-0.3440435588943103,0.38873012632302006,16,3
0,0,1,0,-0.2422408385921465,0.35901098714230023,16,3
0,0,1,0,-0.12567215878319915,0.339934634239519,16,3
0,0,1,0,0.998726761516323,0.3333333333333333,16,3
0,0,1,0,-0.12567215878319915,0.339934634239519,16,1
1,0,0,0,-0.15596443673890628,0.2748737083745107,16,1
1,0,0,0,-0.20483880409954702,0.21081851067789198,16,1
1,0,0,0,-0.29517292932482114,0.14907119849998599,16,1
1,0,0,0,-0.500004501533835,0.09428090415820635,16,1
1,0,0,0,0.0,0.06666666666666667,16,1
1,0,0,0,-0.4999954984661651,0.09428090415820635,16,-3
0,0,0,1,0.0028470383110441983,0.06666666666666667,16,-3
0,0,0,1,0.500004501533835,0.09428090415820635,16,-3
0,0,0,1,0.7048341882170581,0.14907119849998599,16,-3
0,0,0,1,0.795167906354788,0.21081851067789198,16,-3
0,0,0,1,-0.15595787474826814,0.2748737083745107,16,-1
0,1,0,0,-1.0,0.26666666666666666,16,-1
0,1,0,0,0.15595787474826814,0.2748737083745107,16,-1
0,1,0,0,0.2951665235401135,0.29814239699997197,16,-1
0,1,0,0,-0.5903354255289446,0.3333333333333333,16,3
0,0,1,0,-0.5000015005218884,0.282842712474619,16,3
0,0,1,0,-0.37433673210473317,0.2403700850309326,16,3
0,0,1,0,-0.20483880409954702,0.21081851067789198,16,3
0,0,1,0,0.9983562570988145,0.2,16,3
0,0,1,0,0.7951611959004532,0.21081851067789198,16,3
0,0,1,0,0.6256632678952668,0.2403700850309326,16,3
0,0,1,0,0.49999849947811176,0.282842712474619,16,3
0,0,1,0,0.40966457447105553,0.3333333333333333,16,3
0,0,1,0,-0.6559589158297545,0.38873012632302006,16,1
1,0,0,0,-0.7577625896866605,0.35901098714230023,16,1
1,0,0,0,-0.8743343333243168,0.339934634239519,16,1
1,0,0,0,-1.0,0.3333333333333333,16,-3
0,0,0,1,-1.0,0.26666666666666666,16,-3
0,0,0,1,-1.0,0.2,16,-3
0,0,0,1,-1.0,0.13333333333333333,16,-3
0,0,0,1,-1.0,0.06666666666666667,16,-3
0,0,0,1,0.0,0.0,16,-3
0,0,0,1,0.295170082331942,0.29814239699997197,17,-3
0,0,0,1,0.4096672270445797,0.3333333333333333,17,-3
0,0,0,1,0.5000011253924109,0.3771236166328254,17,-3
0,0,0,1,-0.4295526296606472,0.4268749491621899,17,-1
0,1,0,0,-0.3440410841702456,0.38873012632302006,17,-1
0,1,0,0,-0.24223741031333948,0.35901098714230023,17,-1
0,1,0,0,-0.12566566667568332,0.339934634239519,17,3
0,0,1,0,-0.15595787474826814,0.2748737083745107,17,3
0,0,1,0,-0.20483209364521207,0.21081851067789198,17,3
0,0,1,0,-0.29516581178294166,0.14907119849998599,17,3
0,0,1,0,-0.4999954984661651,0.09428090415820635,17,-1
0,1,0,0,-1.0,0.06666666666666667,17,-1
0,1,0,0,0.49999549846616503,0.09428090415820635,17,-1
0,1,0,0,0.7048270706751788,0.14907119849998599,17,-1
0,1,0,0,0.7951611959004532,0.21081851067789198,17,-1
0,1,0,0,0.8440355632610937,0.2748737083745107,17,-1
0,1,0,0,-0.12567215878319915,0.339934634239519,17,3
0,0,1,0,0.998726761516323,0.3333333333333333,17,3
0,0,1,0,0.8743278412168008,0.339934634239519,17,3
0,0,1,0,-0.2422408385921465,0.35901098714230023,17,1
1,0,0,0,-0.2951700823319419,0.29814239699997197,17,1
1,0,0,0,-0.37433673210473317,0.2403700850309326,17,1
1,0,0,0,-0.5000022507788539,0.1885618083164127,17,1
1,0,0,0,-0.7048341882170583,0.14907119849998599,17,1
1,0,0,0,0.0,0.13333333333333333,17,1
1,0,0,0,0.7048341882170581,0.14907119849998599,17,1
1,0,0,0,0.500002250778854,0.1885618083164127,17,1
1,0,0,0,0.37433673210473317,0.2403700850309326,17,1
1,0,0,0,0.295170082331942,0.29814239699997197,17,1
1,0,0,0,-0.7577591614078535,0.35901098714230023,17,-3
0,0,0,1,-0.8743278412168008,0.339934634239519,17,-3
0,0,0,1,-0.9987267615163232,0.3333333333333333,17,-1
0,1,0,0,-0.9985764763960334,0.26666666666666666,17,-1
0,1,0,0,-0.9983562570988147,0.2,17,-1
0,1,0,0,-0.9979868357099047,0.13333333333333333,17,-1
0,1,0,0,-0.9971529616889558,0.06666666666666667,17,-1
0,1,0,0,-1.0,0.0,17,-1
0,1,0,0,-0.29516652354011363,0.29814239699997197,18,-1
0,1,0,0,-0.15595787474826814,0.2748737083745107,18,-1
0,1,0,0,-1.0,0.26666666666666666,18,-1
0,1,0,0,-0.844042125251732,0.2748737083745107,18,3
0,0,1,0,-0.795167906354788,0.21081851067789198,18,3
0,0,1,0,-0.7048341882170583,0.14907119849998599,18,3
0,0,1,0,-0.500004501533835,0.09428090415820635,18,3
0,0,1,0,-0.0028470383110441983,0.06666666666666667,18,1
1,0,0,0,0.0,0.0,18,1
1,0,0,0,-0.2577640672951127,0.507718207057594,19,1
1,0,0,0,-0.2951691333258274,0.447213595499958,19,1
1,0,0,0,-0.3440435588943103,0.38873012632302006,19,1
1,0,0,0,-0.40966722704457975,0.3333333333333333,19,1
1,0,0,0,-0.5000015005218884,0.282842712474619,19,1
1,0,0,0,-0.6256670934843876,0.2403700850309326,19,1
1,0,0,0,-0.795167906354788,0.21081851067789198,19,1
1,0,0,0,0.0,0.2,19,1
1,1,0,0,-0.20483209364521207,0.21081851067789198,19,-3
0,1,0,1,-0.29516581178294166,0.14907119849998599,19,-3
0,1,0,1,-0.4999954984661651,0.09428090415820635,19,-3
0,1,0,1,-0.9971529616889558,0.06666666666666667,19,-1
0,1,0,0,-1.0,0.0,19,-1
0,1,0,0,-0.6443835513189295,0.6289320754704402,20,-1
0,1,0,0,-0.6051358773472572,0.5734883511361751,20,-1
0,1,0,0,-0.557714898625051,0.5206833117271102,20,-1
0,1,0,0,-0.49999909968559375,0.4714045207910317,20,-1
0,1,0,0,-0.4295526296606472,0.4268749491621899,20,-1
0,1,0,0,-0.3440410841702456,0.38873012632302006,20,-1
0,1,0,0,-0.24223741031333948,0.35901098714230023,20,-1
0,1,0,0,-0.12566566667568332,0.339934634239519,20,-1
0,1,0,0,-1.0,0.3333333333333333,20,3
0,0,1,0,-1.0,0.26666666666666666,20,3
0,0,1,0,-1.0,0.2,20,3
0,0,1,0,-1.0,0.13333333333333333,20,3
0,0,1,0,-1.0,0.06666666666666667,20,3
0,0,1,1,0.0,0.0,20,1
1,0,0,1,-0.7422382414337649,0.507718207057594,21,1
1,0,0,1,-0.8228291842808361,0.48534065928536785,21,1
1,0,0,1,-0.9096656580146997,0.4714045207910317,21,1
1,0,0,1,0.0,0.4666666666666667,21,1
1,0,0,1,0.9096656580146999,0.4714045207910317,21,1
1,0,0,1,0.822829184280836,0.48534065928536785,21,1
1,0,0,1,-0.2577617585662351,0.507718207057594,21,-3
0,0,0,1,-0.29516676079330006,0.447213595499958,21,-3
0,0,0,1,-0.3440410841702456,0.38873012632302006,21,-3
0,0,0,1,-0.4096645744710555,0.3333333333333333,21,-3
0,0,0,1,-0.4999984994781117,0.282842712474619,21,-3
0,0,0,1,-0.6256632678952668,0.2403700850309326,21,-3
0,0,0,1,-0.7951611959004531,0.21081851067789198,21,-3
0,0,0,1,0.0016437429011854003,0.2,21,-3
0,0,0,1,-0.7951611959004531,0.21081851067789198,21,-1
0,1,0,0,-0.7048270706751789,0.14907119849998599,21,-1
0,1,0,0,-0.4999954984661651,0.09428090415820635,21,-1
0,1,0,0,-1.0,0.06666666666666667,21,-1
0,1,0,0,0.49999549846616503,0.09428090415820635,21,-1
0,1,0,0,0.7048270706751788,0.14907119849998599,21,-1
0,1,0,0,0.7951611959004532,0.21081851067789198,21,-1
